LiH,2.981
BeH2,5.326
B9H11,2.9118
B2H5,6.3448
BH3,5.3234
B5H7,3.5551
H34C19,5.4526
H3N,4.3287
H2O,5.5175
HF,6.7187
NaH,3.7382
MgH2,3.7097
AlH3,2.1979
SiH4,6.5621
H2S,4.3246
HCl,5.8162
KH,3.4331
CaH2,3.028
ScH2,0.0136
TiH2,0.0161
VH2,0
V2H,0
CrH,0
NiH,0
HBr,4.681
RbH,2.9163
SrH2,3.1544
YH3,0.0405
YH2,0
ZrH2,0.0181
NbH2,0
HRh,0
HPd,0.216
HI,4.0739
CsH,2.5693
BaH2,2.8699
LaH2,0
CeH2,0.0015
PrH2,0.0583
NdH2,0.0445
PmH3,0
PmH,0
SmH2,0.0182
SmH3,0
GdH2,0
GdH3,0.1913
Tb4H9,0.0214
TbH2,0
DyH2,0
HoH2,0
HoH3,0.3813
ErH2,0
TmH2,0
YbH2,2.9087
LuH2,0
LuH3,0.0921
HfH2,0.023
TaH2,0
Ta2H,0
AcH2,0
AcH3,0.9544
Th4H15,0
ThH2,0.0387
PaH3,0.0266
UH3,0.0126
NpH2,0
PuH2,0
PuH3,0.0
LiB,0.0
LiN3,3.6364
Li3N,0.984
Li2O,4.8986
Li2O2,1.9743
LiF,8.7161
Li5Mg,0
LiMg2,0
LiMg149,0
LiAl,0.0
Li3Al2,0.2427
Li9Al4,0
LiSi,0.0
Li21Si5,0
Li13Si4,0.021
Li12Si7,0.2039
Li3P,0.6996
Li3P7,1.7927
LiP,1.0144
LiP7,1.6527
Li2S,3.3862
LiCl,6.25
Li2Ca,0
LiCu3,0.1169
LiZn,0.0
LiZn3,0
Li2Ga,0.0
LiGa,0.0
Li3Ga2,0.0959
Li3Ga7,0.1048
LiGa3,0.0
LiGe,0.0
Li15Ge4,0.0
Li9Ge4,0.0
LiAs,0.508
Li3As,0.6365
Li2Se,2.9746
LiBr,4.9234
Sr3Li2,0.0
LiRh,0
Li2Pd,0.0
LiPd,0.1179
Li3Pd,0.0823
LiPd3,0.2369
LiAg,0.0
LiAg3,0.1989
Li3Ag,0
LiCd,0.0
Li3Cd,0
LiCd3,0
Li3In2,0.0881
Li2In,0.0953
LiIn,0.041
Li13In3,0.0623
LiIn3,0.0
LiSn,0
Li17Sn4,0.0169
Li13Sn5,0.0137
Li7Sn2,0.1313
Li3Sb,0.6961
Li2Sb,0.0
Li2Te,2.4982
LiI,4.3818
LiIr,0.0145
LiIr3,0.0018
Li2Pt,0.0
LiPt7,0.0132
LiPt,0.05
Li3Pt,0.1984
LiPt3,0
Li3Au,0.0056
Li15Au4,0
LiAu3,0.0
LiHg,0.2748
Li3Hg,0.034
Li3Tl,0.0
Li5Tl2,0.0347
LiTl,0.0
Li8Pb3,0.0
LiPb,0.1965
Li3Pb,0.043
Li17Pb4,0.0118
Li7Pb2,0.0557
LiBi,0.0
Li3Bi,0.4911
Be4B,0.0647
Be2C,1.1656
Be3N2,3.3129
BeO,7.4598
BeF2,7.9632
MgBe13,0.09
BeP2,0.8314
Be3P2,0.8891
BeS,3.1435
BeCl2,6.3324
CaBe13,0.0355
ScBe5,0.084
TiBe2,0.0
Ti2Be17,0.0
Be2V,0.0
Be12V,0
Be12Cr,0.0
Be2Cr,0.0
MnBe2,0.0
Be2Fe,0.0133
BeCo,0.0476
BeNi,0.2635
Be3Ni,0.1174
Be2Cu,0.0216
BeSe,2.6702
BeBr2,5.1775
SrBe13,0.0513
ZrBe5,0.0
ZrBe13,0.0
Zr2Be17,0.1274
Be12Nb,0
Be3Nb,0.0636
Be17Nb2,0.0649
Be2Mo,0.0
Be12Mo,0.0
Be17Ru3,0.0827
Be3Ru,0.231
BeRh,0.4941
Be3Rh,0
BePd3,0.0
BePd2,0.0
BePd,0.0
Be5Pd,0.0
BeTe,2.0176
BeI2,4.0677
CeBe13,0.0
TbBe13,0.0008
DyBe13,0.0042
YbBe13,0
HfBe5,0.0
HfBe13,0.0
TaBe2,0.0
Ta2Be,0.0
TaBe12,0
Be12W,0.0
Be2W,0.0
Be22Re,0
Be2Re,0.0
Be3Ir,0.1519
Be12Pt,0.0
BeAu2,0.0
BeAu,0.0
Be5Au,0.2852
ThBe13,0.0058
UBe13,0.0
NpBe13,0.009
PuBe13,0.0179
B13C2,0.0089
BN,4.4806
B6O,1.8524
B2O3,6.3017
BF3,8.1417
NaB15,0.0
Na3B20,0.1315
MgB2,0.0
MgB4,0.3641
Al23B50,0.0549
SiB3,1.408
BP,1.2435
B6P,2.4757
BS2,2.5564
B2S3,2.4293
BCl3,4.7135
KB6,0.0
CaB6,0.0
ScB2,0.1478
ScB12,0.3153
TiB2,0.0
TiB,0
VB2,0
VB,0.0
V3B4,0.005
V2B3,0.0
V3B2,0.0
CrB,0.0
Cr5B3,0.0
Cr2B,0
CrB4,0.0
Mn2B,0.0
MnB,0.0
MnB4,0
Fe2B,0.0
FeB,0.0
CoB,0.0
Ni3B,0.0
Ni4B3,0
Ni2B,0.0
B6As,2.6454
BBr3,3.8273
SrB6,0.0
YB4,0.0
YB2,0.1172
YB12,0.3379
ZrB2,0.0
Nb3B2,0.0
NbB2,0
Nb3B4,0.0032
NbB,0.0
B2Mo,0.0
BMo,0.0
B3Ru2,0.0
B2Ru,0.0
BRh,0
B4Rh5,0
BPd2,0.0
BPd3,0.0
BI3,2.6816
BaB6,0.0
LaB6,0
LaB4,0.0
CeB6,0.0
CeB4,0.0
PrB6,0
Pr2B5,0.0122
PrB4,0.14
NdB6,0
NdB4,0.0
Nd2B5,0.0
PmB3,0.2897
SmB4,0.0
SmB6,0
Sm2B5,0.002
EuB6,0.6101
Gd2B5,0.0
GdB6,0.0521
TbB4,0.0
TbB2,0
DyB2,0.1116
DyB4,0.0
HoB2,0.112
HoB4,0.0
ErB4,0.0
ErB2,0.1133
TmB2,0.1155
TmB4,0.0
YbB6,0.0
LuB2,0.1212
LuB4,0.0
HfB2,0.0
Ta3B2,0.0
TaB2,0
Ta3B4,0.0221
Ta5B6,0
TaB,0.0
B2W,0.0
BW2,0.0
BW,0.0
ReB2,0.0
Re3B,0.0
B2Os,0.0
BPt3,0
ThB6,0.0
ThB4,0.0948
PaB3,0
UB2,0.0
UB12,0.0729
UB4,0
NpB2,0
PuB6,0.0
PuB4,0.0247
CO2,6.6332
CF4,9.1156
Al4C3,1.3154
SiC,2.023
KC8,0.0154
Sc3C4,0.0
Sc2C,0.0
Sc4C3,0.327
Sc15C19,0.0554
Ti2C,0.0
Ti8C5,0.0
TiC,0.0
V2C,0.0
V6C5,0.0
Cr3C2,0.0
Cr23C6,0.0409
Cr7C3,0.0022
Mn23C6,0.0024
RbC8,0
Y4C5,0.0
Y4C7,0.0
Y2C,0.0
ZrC,0.0
Zr10C9,0
Nb6C5,0.0
Nb2C,0.0
Mo2C,0.0
CsC8,0
LaC2,0
La2C3,0.0
Ce2C3,0.0
Pr2C3,0.0
Nd2C3,0.0
Sm2C3,0.0
GdC2,0.0
Tb4C5,0.0
Tb2C,0.0
